1;0;677.00;10.15;1802.00;0.00;0.40
2;0;1421.00;9.70;1643.00;0.00;0.44
3;0;162.00;9.70;3541.00;0.00;0.48
4;0;2018.00;9.80;3902.00;0.00;0.48
5;0;932.00;10.60;3351.00;0.00;0.52
6;0;1654.00;14.75;3512.00;0.00;0.52
7;0;49.00;9.70;3466.00;0.00;0.48
8;0;862.00;9.70;3851.00;0.00;0.64
9;0;140.00;9.70;2385.00;0.00;0.32
10;0;94.00;9.70;3204.00;0.00;0.60
11;0;131.00;9.70;3254.00;0.00;0.60
12;0;392.00;10.77;4085.00;0.00;0.44
13;0;1292.00;9.70;3743.00;0.00;0.40
14;0;225.00;9.70;3367.00;0.00;0.32
15;0;1561.00;12.12;3518.00;0.00;0.60
16;0;887.00;10.67;4073.00;0.00;0.32
17;0;1479.00;12.60;1511.00;0.00;0.48
18;0;378.00;9.70;3350.00;0.00;0.36
19;0;1145.00;12.70;3978.00;0.00;0.32
20;0;639.00;13.47;3074.00;0.00;0.48
21;0;850.00;9.80;1312.00;0.00;0.28
22;0;1660.00;10.90;3801.00;0.00;0.56
23;0;2643.00;10.20;2974.00;0.00;0.48
24;0;1487.00;12.15;3166.00;0.00;0.76
25;0;632.00;12.02;2738.00;0.00;0.48
26;0;1580.00;9.97;1631.00;0.00;0.32
27;0;882.00;12.37;2895.00;0.00;0.60
28;0;757.00;9.70;3339.00;0.00;0.44
29;0;1165.00;10.55;3941.00;0.00;0.56
30;0;789.00;10.65;2684.00;0.00;0.32
31;0;763.00;13.15;2765.00;0.00;0.40
32;0;1213.00;9.90;2811.00;0.00;0.52
33;0;668.00;10.15;3891.00;0.00;0.56
34;0;1502.00;9.70;3966.00;0.00;0.80
35;0;1590.00;12.95;3392.00;0.00;0.52
36;0;1310.00;11.65;3029.00;0.00;0.48
37;0;1095.00;10.50;3876.00;0.00;0.56
38;0;1798.00;12.25;3688.00;0.00;0.56
39;0;1736.00;13.10;3463.00;0.00;0.48
40;0;270.00;10.35;2819.00;0.00;0.48
41;0;124.00;9.70;3309.00;0.00;0.44
42;0;276.00;9.70;3460.00;0.00;0.36
43;0;1597.00;11.52;3580.00;0.00;0.64
44;0;192.00;10.65;4080.00;0.00;0.56
45;0;1020.00;9.70;3214.00;0.00;0.68
46;0;1993.00;10.50;3753.00;0.00;0.60
47;0;546.00;14.67;2549.00;0.00;0.44
48;0;1412.00;9.70;3693.00;0.00;0.68
49;0;170.00;9.70;3192.00;0.00;0.44
50;0;677.00;10.70;3546.00;0.00;0.36
51;0;2007.00;9.70;3983.00;0.00;0.40
52;0;1440.00;11.50;3258.00;0.00;0.36
53;0;1470.00;12.15;3144.00;0.00;0.64
54;0;1683.00;12.75;1824.00;0.00;0.36
55;0;611.00;15.37;2686.00;0.00;0.32
56;0;470.00;9.75;3131.00;0.00;0.48
57;0;34.00;9.70;3489.00;0.00;0.48
58;0;428.00;9.70;1382.00;0.00;0.28
59;0;250.00;9.70;3027.00;0.00;0.36
60;0;1095.00;9.70;3440.00;0.00;0.44
61;0;832.00;12.17;3054.00;0.00;0.52
62;0;820.00;10.75;3137.00;0.00;0.60
63;0;1717.00;13.57;3703.00;0.00;0.64
64;0;1938.00;13.70;3828.00;0.00;0.52
65;0;2179.00;10.00;2266.00;0.00;0.36
66;0;205.00;12.12;2562.00;0.00;0.32
67;0;2355.00;9.70;3491.00;0.00;0.32
68;0;416.00;10.80;3868.00;0.00;0.48
69;0;812.00;10.45;3596.00;0.00;0.40
70;0;455.00;9.70;3562.00;0.00;0.52
71;0;2407.00;9.70;2874.00;0.00;0.44
72;0;828.00;9.70;1243.00;0.00;0.32
73;0;635.00;9.82;3232.00;0.00;0.60
74;0;2090.00;13.92;2349.00;0.00;0.40
75;0;147.00;10.77;3894.00;0.00;0.52
76;0;370.00;10.37;2961.00;0.00;0.52
77;0;745.00;9.72;1557.00;0.00;0.48
78;0;1063.00;9.70;3513.00;0.00;0.52
79;0;1473.00;11.75;3267.00;0.00;0.76
80;0;254.00;9.70;3619.00;0.00;0.36
81;0;223.00;9.70;3351.00;0.00;0.36
82;0;2499.00;9.70;3887.00;0.00;0.64
83;0;857.00;11.87;2871.00;0.00;0.40
84;0;625.00;13.20;3092.00;0.00;0.68
85;0;986.00;11.00;1290.00;0.00;0.40
86;0;329.00;9.70;2153.00;0.00;0.32
87;0;536.00;11.92;2810.00;0.00;0.52
88;0;1726.00;11.65;3652.00;0.00;0.68
89;0;716.00;9.85;4089.00;0.00;0.32
90;0;2005.00;9.70;1739.00;0.00;0.28
91;0;909.00;12.15;3110.00;0.00;0.40
92;0;147.00;9.70;3231.00;0.00;0.36
93;0;518.00;10.50;3904.00;0.00;0.48
94;0;342.00;9.95;3645.00;0.00;0.44
95;0;289.00;9.70;3190.00;0.00;0.40
96;0;1417.00;13.15;4040.00;0.00;0.72
97;0;2215.00;9.70;2919.00;0.00;0.24
98;0;343.00;9.80;2969.00;0.00;0.44
99;0;933.00;9.70;3604.00;0.00;0.48
100;0;1493.00;11.10;3101.00;0.00;0.60
101;0;830.00;9.87;3768.00;0.00;0.48
102;0;889.00;11.57;2961.00;0.00;0.56
103;0;1928.00;9.70;1690.00;0.00;0.32
104;0;570.00;10.20;3628.00;0.00;0.48
105;0;75.00;9.70;3187.00;0.00;0.64
106;0;2185.00;9.70;2825.00;0.00;0.32
107;0;1620.00;9.95;3237.00;0.00;0.52
108;0;475.00;10.20;3670.00;0.00;0.44
109;0;2412.00;9.70;2860.00;0.00;0.32
110;0;1152.00;9.70;3379.00;0.00;0.60
111;0;2313.00;9.70;3506.00;0.00;0.44
112;0;1753.00;12.75;3616.00;0.00;0.60
113;0;318.00;9.70;2358.00;0.00;0.40
114;0;369.00;11.10;4088.00;0.00;0.36
115;0;5.00;9.70;2536.00;0.00;0.36
116;0;1258.00;9.70;3246.00;0.00;0.52
117;0;229.00;9.70;2460.00;0.00;0.48
118;0;1218.00;9.70;3200.00;0.00;0.60
119;0;169.00;9.70;2383.00;0.00;0.28
120;0;1608.00;12.67;3495.00;0.00;0.64
121;0;1875.00;11.65;3679.00;0.00;0.60
122;0;425.00;9.85;3632.00;0.00;0.44
123;0;2257.00;10.52;2830.00;0.00;0.44
124;0;494.00;9.70;1978.00;0.00;0.28
125;0;2202.00;11.60;2355.00;0.00;0.44
126;0;522.00;10.72;3824.00;0.00;0.44
127;0;2468.00;9.70;3014.00;0.00;0.32
128;0;558.00;11.50;2114.00;0.00;0.24
129;0;2346.00;9.77;2844.00;0.00;0.32
130;0;2247.00;9.72;3520.00;0.00;0.44
131;0;784.00;12.70;3628.00;0.00;0.44
132;0;190.00;10.30;2856.00;0.00;0.48
133;0;949.00;13.50;1320.00;0.00;0.40
134;0;881.00;10.25;4011.00;0.00;0.60
135;0;91.00;10.75;3961.00;0.00;0.64
136;0;214.00;10.50;3962.00;0.00;0.44
137;0;2496.00;9.70;2993.00;0.00;0.36
138;0;689.00;9.70;3928.00;0.00;0.28
139;0;1237.00;10.70;3962.00;0.00;0.56
140;0;186.00;9.80;3790.00;0.00;0.48
141;0;1364.00;10.90;3068.00;0.00;0.72
142;0;642.00;10.40;3512.00;0.00;0.44
143;0;1822.00;9.70;3519.00;0.00;0.64
144;0;408.00;9.70;1913.00;0.00;0.36
145;0;1938.00;11.22;4016.00;0.00;0.56
146;0;663.00;10.35;3709.00;0.00;0.52
147;0;1508.00;10.35;3651.00;0.00;0.60
148;0;10.00;9.70;3442.00;0.00;0.40
149;0;1675.00;11.20;3829.00;0.00;0.60
150;0;2238.00;9.87;3362.00;0.00;0.32
151;0;1217.00;9.90;3441.00;0.00;0.48
152;0;1043.00;9.70;3671.00;0.00;0.48
153;0;2136.00;9.70;2190.00;0.00;0.40
154;0;727.00;11.72;3128.00;0.00;0.48
155;0;1746.00;12.35;1682.00;0.00;0.40
156;0;517.00;14.80;2493.00;0.00;0.36
157;0;653.00;9.70;1747.00;0.00;0.40
158;0;1549.00;9.70;1647.00;0.00;0.36
159;0;1299.00;13.50;1433.00;0.00;0.44
160;0;1002.00;10.95;3957.00;0.00;0.48
161;0;1375.00;9.70;3307.00;0.00;0.52
162;0;1390.00;10.95;3000.00;0.00;0.60
163;0;1017.00;11.05;3880.00;0.00;0.60
164;0;1666.00;11.82;3431.00;0.00;0.68
165;0;828.00;10.30;3699.00;0.00;0.32
166;0;331.00;11.05;2478.00;0.00;0.48
167;0;103.00;9.70;3514.00;0.00;0.48
168;0;1360.00;10.97;2947.00;0.00;0.72
169;0;275.00;10.05;3969.00;0.00;0.44
170;0;2303.00;11.20;3067.00;0.00;0.48
171;0;2438.00;11.17;2846.00;0.00;0.36
172;0;1468.00;11.70;1473.00;0.00;0.44
173;0;2007.00;9.70;1760.00;0.00;0.36
174;0;2481.00;9.70;3912.00;0.00;0.60
175;0;287.00;9.70;3224.00;0.00;0.56
176;0;2322.00;12.00;2984.00;0.00;0.52
177;0;1898.00;14.32;1924.00;0.00;0.52
178;0;622.00;14.25;3074.00;0.00;0.36
179;0;712.00;10.25;3653.00;0.00;0.48
180;0;2582.00;10.60;2993.00;0.00;0.36
181;0;1963.00;10.60;3951.00;0.00;0.56
182;0;745.00;9.85;1868.00;0.00;0.36
183;0;203.00;9.70;3424.00;0.00;0.52
184;0;1574.00;12.10;3219.00;0.00;0.64
185;0;1086.00;9.70;2962.00;0.00;0.60
186;0;924.00;10.80;3040.00;0.00;0.52
187;0;1857.00;11.32;1828.00;0.00;0.32
188;0;955.00;10.87;3121.00;0.00;0.56
189;0;469.00;16.00;2533.00;0.00;0.40
190;0;1353.00;10.47;3130.00;0.00;0.64
191;0;2212.00;9.70;3126.00;0.00;0.40
192;0;410.00;9.75;3169.00;0.00;0.48
193;0;1624.00;9.75;1841.00;0.00;0.32
194;0;1075.00;9.70;3755.00;0.00;0.44
195;0;386.00;9.70;3071.00;0.00;0.56
196;0;1978.00;12.00;2102.00;0.00;0.28
197;0;724.00;10.10;3639.00;0.00;0.72
198;0;732.00;10.45;3828.00;0.00;0.52
199;0;407.00;9.70;3081.00;0.00;0.52
200;0;2135.00;9.90;3197.00;0.00;0.32
201;0;316.00;9.72;3533.00;0.00;0.44
202;0;1733.00;11.42;4071.00;0.00;0.60
203;0;646.00;12.40;3017.00;0.00;0.52
204;0;1706.00;18.37;1810.00;0.00;0.52
205;0;1853.00;12.15;1864.00;0.00;0.44
206;0;1885.00;9.95;3707.00;0.00;0.60
207;0;829.00;9.87;3976.00;0.00;0.60
208;0;144.00;10.55;4000.00;0.00;0.56
209;0;15.00;10.80;2449.00;0.00;0.52
210;0;329.00;9.70;3332.00;0.00;0.44
211;0;1979.00;10.40;3853.00;0.00;0.64
212;0;817.00;9.80;4010.00;0.00;0.32
213;0;2068.00;9.80;2877.00;0.00;0.32
214;0;276.00;9.70;2131.00;0.00;0.32
215;0;615.00;10.22;3481.00;0.00;0.44
216;0;27.00;9.70;2775.00;0.00;0.36
217;0;572.00;12.75;2748.00;0.00;0.48
218;0;1575.00;9.70;3943.00;0.00;0.56
219;0;1833.00;11.57;3620.00;0.00;0.44
220;0;445.00;10.25;3818.00;0.00;0.44
221;0;656.00;9.77;1648.00;0.00;0.28
222;0;219.00;10.25;3844.00;0.00;0.52
223;0;552.00;10.00;2022.00;0.00;0.40
224;0;822.00;9.70;3562.00;0.00;0.64
225;0;1810.00;11.95;1879.00;0.00;0.36
226;0;383.00;11.10;2377.00;0.00;0.48
227;0;44.00;9.75;2454.00;0.00;0.40
228;0;1279.00;10.50;2984.00;0.00;0.44
229;0;866.00;10.50;3161.00;0.00;0.44
230;0;913.00;9.70;1465.00;0.00;0.48
