0;0;0;0;land;false;unknown;0
1;125;194;245;land;false;mountain;6
2;221;238;82;land;false;hills;6
3;231;148;159;land;false;hills;6
4;165;201;254;land;false;urban;6
5;187;186;199;land;false;hills;6
6;118;246;216;land;false;mountain;6
7;230;200;102;land;false;plains;6
8;190;99;227;land;false;hills;6
9;121;192;195;land;false;plains;6
10;216;249;73;land;false;plains;6
11;235;169;175;land;false;hills;6
12;156;226;123;land;false;mountain;6
13;170;140;229;land;false;plains;6
14;238;211;91;land;false;forest;6
15;94;213;210;land;true;plains;6
16;227;157;120;land;false;mountain;6
17;227;184;236;land;true;plains;6
18;78;246;198;land;true;plains;6
19;216;158;165;land;true;plains;6
20;248;230;82;land;false;forest;6
21;218;231;178;land;false;hills;6
22;248;233;226;land;false;hills;6
23;162;250;159;land;true;plains;6
24;248;221;53;land;false;hills;6
25;214;187;199;land;false;plains;6
26;246;84;243;land;false;plains;6
27;109;195;211;land;false;hills;6
28;252;236;233;land;true;plains;6
29;165;187;197;land;false;plains;6
30;167;219;190;land;false;hills;6
31;149;253;113;land;false;mountain;6
32;135;238;237;land;false;hills;6
33;207;192;163;land;false;mountain;6
34;214;99;236;land;false;plains;6
35;196;173;163;land;false;forest;6
36;251;164;228;land;false;plains;6
37;172;172;189;land;true;plains;6
38;149;180;236;land;false;plains;6
39;244;209;156;land;false;plains;6
40;219;124;223;land;true;plains;6
41;159;238;152;land;false;hills;6
42;54;246;249;land;false;plains;6
43;192;197;209;land;false;plains;6
44;215;142;202;land;false;hills;6
45;251;179;181;land;false;hills;6
46;234;140;137;land;false;plains;6
47;197;112;196;land;false;mountain;6
48;216;233;190;land;true;plains;6
49;91;210;220;land;false;plains;6
50;123;222;169;land;true;plains;6
51;134;248;135;land;false;plains;6
52;229;233;180;land;false;plains;6
53;217;75;245;land;true;urban;6
54;166;225;112;land;false;urban;6
55;183;196;213;land;false;plains;6
56;138;199;234;land;false;mountain;6
57;90;204;211;land;false;forest;6
58;164;191;176;land;false;hills;6
59;249;54;234;land;false;plains;6
60;254;222;208;land;false;plains;6
61;85;234;199;land;false;plains;6
62;49;246;214;land;false;hills;6
63;145;160;243;land;false;hills;6
64;229;168;194;land;true;urban;6
65;223;184;153;land;true;plains;6
66;118;250;244;land;false;plains;6
67;145;182;211;land;false;plains;6
68;55;240;236;land;true;marsh;6
69;221;174;196;land;false;plains;6
70;34;251;254;land;false;plains;6
71;179;192;139;land;true;plains;6
72;177;175;185;land;false;forest;6
73;191;129;233;land;true;plains;6
74;251;236;118;land;false;hills;6
75;212;221;209;land;false;hills;6
76;222;201;99;land;false;hills;6
77;219;160;183;land;false;hills;6
78;144;206;204;land;false;hills;6
79;244;163;247;land;false;hills;6
80;183;238;190;land;false;hills;6
81;61;214;228;land;false;mountain;6
82;145;147;222;land;false;mountain;6
83;134;249;172;land;false;plains;6
84;128;221;224;land;false;hills;6
85;178;213;128;land;false;mountain;6
86;219;80;250;land;false;hills;6
87;211;119;248;land;false;plains;6
88;251;221;29;land;false;forest;6
89;200;138;226;land;false;mountain;6
90;238;123;191;land;false;plains;6
91;224;254;219;land;false;plains;6
92;240;240;214;land;false;mountain;6
93;127;236;154;land;true;plains;6
94;139;191;214;land;false;hills;6
95;70;218;225;land;true;plains;6
96;253;131;201;land;false;forest;6
97;111;252;234;land;false;plains;6
98;160;135;236;land;false;plains;6
99;85;246;228;land;false;plains;6
100;233;170;160;land;false;mountain;6
101;162;249;152;land;false;plains;6
102;244;124;211;land;false;plains;6
103;244;22;248;land;false;hills;6
104;226;62;242;land;false;forest;6
105;84;251;201;land;true;plains;6
106;130;207;171;land;false;plains;6
107;130;253;252;land;false;marsh;6
108;240;95;184;land;true;plains;6
109;135;229;138;land;false;hills;6
110;107;248;226;land;false;plains;6
111;216;151;209;land;true;plains;6
112;64;235;232;land;false;plains;6
113;201;166;170;land;true;plains;6
114;182;162;174;land;false;hills;6
115;218;243;206;land;true;plains;6
116;212;200;244;land;false;plains;6
117;187;157;216;land;false;plains;6
118;233;151;211;land;false;plains;6
119;112;236;192;land;false;forest;6
120;179;167;250;land;false;hills;6
121;71;222;219;land;false;plains;6
122;128;196;226;land;false;plains;6
123;193;136;185;land;true;plains;6
124;254;248;223;land;false;mountain;6
125;165;250;237;land;false;plains;6
126;176;225;144;land;false;mountain;6
127;131;225;223;land;true;plains;6
128;249;83;226;land;false;plains;6
129;247;195;237;land;false;hills;6
130;133;178;196;land;false;forest;6
131;216;237;54;land;false;plains;6
132;252;156;194;land;false;hills;6
133;184;204;175;land;false;plains;6
134;159;239;190;land;false;hills;6
135;240;141;200;land;false;forest;6
136;162;248;97;land;true;plains;6
137;241;102;203;land;false;hills;6
138;223;84;222;land;false;plains;6
139;249;202;189;land;true;plains;6
140;181;185;173;land;false;mountain;6
141;75;215;231;land;true;plains;6
142;237;208;150;land;true;plains;6
143;229;48;226;land;false;plains;6
144;246;175;159;land;false;plains;6
145;143;210;229;land;true;plains;6
146;209;233;224;land;false;plains;6
147;156;254;162;land;false;plains;6
148;226;235;102;land;false;plains;6
149;151;226;189;land;false;plains;6
150;254;211;190;land;false;hills;6
151;143;236;225;land;false;plains;6
152;175;219;225;land;false;mountain;6
153;99;225;225;land;false;hills;6
154;210;238;120;land;true;plains;6
