1;arms_factory;3595.00;9.90;1704.00;5.15;0
1;arms_factory;3596.00;9.85;1704.00;0.42;0
1;arms_factory;3595.00;9.90;1704.00;4.54;0
1;arms_factory;3596.00;9.85;1703.00;5.76;0
1;arms_factory;3597.00;9.80;1703.00;3.59;0
1;arms_factory;3596.00;9.85;1703.00;0.33;0
1;industrial_complex;3594.00;9.88;1703.00;1.53;0
1;industrial_complex;3593.00;9.82;1703.00;5.65;0
1;industrial_complex;3592.00;9.78;1703.00;2.04;0
1;industrial_complex;3594.00;9.85;1702.00;5.06;0
1;industrial_complex;3594.00;9.85;1702.00;6.26;0
1;industrial_complex;3595.00;9.88;1702.00;4.10;0
1;air_base;3594.00;9.85;1701.00;0.48;0
1;naval_base;3599.00;9.80;1705.00;-3.14;7935
1;bunker;3595.00;9.82;1701.00;4.71;0
1;coastal_bunker;3589.00;9.57;1694.00;-0.24;0
1;dockyard;3598.00;9.55;1702.00;-0.24;0
1;anti_air_building;3593.00;9.85;1700.00;0.49;0
1;anti_air_building;3592.00;9.80;1699.00;4.61;0
1;anti_air_building;3593.00;9.82;1699.00;5.82;0
1;synthetic_refinery;3592.00;9.80;1699.00;2.55;0
1;fuel_silo;3592.00;9.80;1698.00;5.22;0
1;radar_station;3594.00;9.85;1701.00;2.64;0
1;rocket_site;3592.00;9.80;1697.00;4.27;0
1;nuclear_reactor;3597.00;9.85;1706.00;1.00;0
2;arms_factory;3594.00;10.10;1673.00;4.54;0
2;arms_factory;3592.00;9.98;1673.00;5.76;0
2;arms_factory;3593.00;9.88;1677.00;3.59;0
2;arms_factory;3597.00;9.98;1674.00;0.33;0
2;arms_factory;3596.00;9.95;1667.00;1.53;0
2;arms_factory;3590.00;9.80;1665.00;5.65;0
2;industrial_complex;3591.00;9.82;1676.00;2.04;0
2;industrial_complex;3599.00;9.85;1668.00;5.06;0
2;industrial_complex;3596.00;9.85;1666.00;6.26;0
2;industrial_complex;3596.00;10.03;1670.00;4.10;0
2;industrial_complex;3593.00;10.05;1670.00;0.48;0
2;industrial_complex;3590.00;9.85;1668.00;2.04;0
2;air_base;3598.00;9.95;1671.00;4.71;0
2;naval_base;3599.00;9.82;1676.00;-2.76;7900
2;bunker;3599.00;9.88;1674.00;2.65;0
2;coastal_bunker;3600.00;9.80;1667.00;1.57;0
2;dockyard;3588.00;9.50;1674.00;-2.76;0
2;anti_air_building;3593.00;9.93;1676.00;5.82;0
2;anti_air_building;3590.00;9.82;1674.00;2.55;0
2;anti_air_building;3598.00;9.85;1666.00;5.22;0
2;synthetic_refinery;3595.00;9.93;1678.00;1.60;0
2;fuel_silo;3593.00;9.98;1675.00;4.27;0
2;radar_station;3596.00;10.05;1672.00;1.87;0
2;rocket_site;3597.00;9.82;1665.00;3.66;0
2;nuclear_reactor;3599.00;9.85;1669.00;0.05;0
3;arms_factory;3666.00;9.82;1648.00;3.59;0
3;arms_factory;3668.00;9.90;1623.00;0.33;0
3;arms_factory;3642.00;10.60;1616.00;1.53;0
3;arms_factory;3654.00;10.45;1596.00;5.65;0
3;arms_factory;3665.00;9.80;1639.00;2.04;0
3;arms_factory;3667.00;9.75;1665.00;5.06;0
3;industrial_complex;3656.00;9.90;1661.00;6.26;0
3;industrial_complex;3661.00;10.10;1609.00;4.10;0
3;industrial_complex;3636.00;10.20;1635.00;0.48;0
3;industrial_complex;3658.00;9.90;1661.00;2.04;0
3;industrial_complex;3660.00;9.80;1641.00;4.71;0
3;industrial_complex;3651.00;10.65;1605.00;2.55;0
3;air_base;3640.00;9.90;1655.00;2.65;0
3;naval_base;3640.00;9.70;1675.00;-2.68;4874
3;naval_base;3669.00;9.70;1655.00;1.25;9257
3;naval_base;3619.00;9.50;1651.00;-1.06;8805
3;naval_base;3671.00;9.70;1637.00;1.57;9267
3;naval_base;3675.00;9.75;1609.00;-3.68;7071
3;naval_base;3672.00;9.75;1628.00;1.45;7071
3;bunker;3627.00;10.00;1641.00;4.27;0
3;bunker;3642.00;10.65;1592.00;1.00;0
3;bunker;3625.00;9.90;1647.00;3.66;0
3;bunker;3654.00;10.07;1650.00;0.05;0
3;bunker;3645.00;10.57;1621.00;2.71;0
3;bunker;3669.00;9.78;1645.00;5.73;0
3;bunker;3666.00;9.80;1629.00;2.11;0
3;bunker;3655.00;10.30;1611.00;4.78;0
3;bunker;3670.00;10.00;1600.00;2.61;0
3;bunker;3648.00;9.90;1664.00;2.72;0
3;bunker;3653.00;9.80;1667.00;0.56;0
3;coastal_bunker;3637.00;9.50;1670.00;-2.68;0
3;coastal_bunker;3624.00;9.53;1659.00;-2.60;0
3;coastal_bunker;3674.00;9.75;1612.00;-3.68;0
3;coastal_bunker;3667.00;9.70;1670.00;-3.66;0
3;coastal_bunker;3672.00;9.70;1630.00;1.57;0
3;coastal_bunker;3674.00;9.75;1618.00;1.45;0
3;dockyard;3668.00;9.73;1660.00;1.25;0
3;anti_air_building;3644.00;10.20;1637.00;3.73;0
3;anti_air_building;3659.00;9.90;1663.00;0.11;0
3;anti_air_building;3653.00;9.90;1643.00;1.67;0
3;synthetic_refinery;3662.00;10.10;1607.00;5.80;0
3;fuel_silo;3663.00;9.88;1632.00;0.72;0
3;radar_station;3648.00;10.20;1630.00;4.54;0
3;rocket_site;3651.00;10.05;1639.00;0.12;0
3;nuclear_reactor;3639.00;10.00;1644.00;2.78;0
4;arms_factory;3270.00;9.88;1462.00;1.53;0
4;arms_factory;3269.00;9.80;1465.00;5.65;0
4;arms_factory;3265.00;9.90;1456.00;2.04;0
4;arms_factory;3266.00;9.85;1456.00;5.06;0
4;arms_factory;3268.00;9.85;1460.00;6.26;0
4;arms_factory;3265.00;9.90;1457.00;4.10;0
4;industrial_complex;3267.00;9.80;1463.00;0.48;0
4;industrial_complex;3264.00;9.80;1453.00;2.04;0
4;industrial_complex;3270.00;9.88;1463.00;4.71;0
4;industrial_complex;3263.00;9.80;1458.00;2.55;0
4;industrial_complex;3263.00;9.88;1454.00;2.65;0
4;industrial_complex;3265.00;9.90;1458.00;0.49;0
4;air_base;3274.00;9.80;1463.00;4.61;0
4;naval_base;3260.00;9.53;1453.00;-0.46;7363
4;bunker;3267.00;9.78;1464.00;2.55;0
4;coastal_bunker;3259.00;9.50;1453.00;-0.46;0
4;dockyard;3267.00;9.80;1455.00;-0.46;0
4;anti_air_building;3267.00;9.90;1459.00;4.27;0
4;anti_air_building;3268.00;9.85;1459.00;1.00;0
4;anti_air_building;3270.00;9.88;1462.00;3.66;0
4;synthetic_refinery;3265.00;9.82;1460.00;0.05;0
4;fuel_silo;3270.00;9.80;1465.00;2.71;0
4;radar_station;3269.00;9.80;1459.00;5.52;0
4;rocket_site;3262.00;9.82;1453.00;2.11;0
4;nuclear_reactor;3269.00;9.80;1460.00;4.78;0
5;arms_factory;4049.00;9.85;1373.00;2.04;0
5;arms_factory;4015.00;9.90;1359.00;5.06;0
5;arms_factory;4147.00;9.93;1377.00;6.26;0
5;arms_factory;4085.00;10.00;1377.00;4.10;0
5;arms_factory;4023.00;9.95;1362.00;0.48;0
5;arms_factory;4146.00;9.80;1381.00;2.04;0
5;industrial_complex;3999.00;9.80;1364.00;4.71;0
5;industrial_complex;4017.00;9.85;1366.00;2.55;0
5;industrial_complex;4135.00;9.93;1371.00;2.65;0
5;industrial_complex;4003.00;9.90;1363.00;0.49;0
5;industrial_complex;4022.00;9.80;1370.00;4.61;0
5;industrial_complex;4146.00;10.05;1373.00;5.82;0
5;air_base;4007.00;9.82;1368.00;2.55;0
5;naval_base;4130.00;9.57;1364.00;0.79;5613
5;naval_base;4066.00;9.75;1353.00;0.00;8759
5;naval_base;4115.00;9.50;1364.00;-0.38;8525
5;naval_base;4021.00;9.70;1372.00;-3.14;9389
5;naval_base;3961.00;9.50;1339.00;-0.69;9431
5;naval_base;4081.00;9.57;1397.00;-1.57;6031
5;naval_base;4000.00;9.57;1350.00;0.46;9418
5;naval_base;4093.00;9.50;1361.00;1.45;8525
5;naval_base;4047.00;9.55;1365.00;-0.46;9406
5;naval_base;4011.00;9.50;1352.00;0.93;9418
5;naval_base;4040.00;9.75;1383.00;-3.39;8243
5;naval_base;4044.00;9.80;1379.00;-2.90;8243
5;naval_base;4092.00;9.75;1375.00;-4.19;9394
5;naval_base;4072.00;9.50;1356.00;-0.28;8759
5;naval_base;4109.00;9.75;1370.00;-4.39;4750
5;naval_base;4087.00;9.88;1387.00;1.11;9394
5;naval_base;3986.00;9.50;1343.00;-0.24;9423
5;naval_base;4149.00;9.80;1381.00;-2.36;9387
5;naval_base;4162.00;9.73;1371.00;0.59;9407
5;naval_base;4007.00;9.75;1369.00;-2.82;7542
5;naval_base;4031.00;9.53;1357.00;0.93;9406
5;naval_base;3999.00;9.80;1365.00;-3.14;7542
5;naval_base;4146.00;9.50;1358.00;-0.59;5613
5;naval_base;4058.00;9.78;1381.00;-1.89;8243
5;naval_base;3969.00;9.57;1352.00;-1.89;9421
5;naval_base;4140.00;9.80;1380.00;-2.62;9387
5;naval_base;4076.00;9.57;1386.00;-2.76;6031
5;bunker;4146.00;9.90;1363.00;2.78;0
5;bunker;4138.00;9.90;1374.00;5.45;0
5;bunker;4138.00;9.80;1362.00;2.19;0
5;bunker;4056.00;9.90;1370.00;4.85;0
5;bunker;4098.00;9.82;1366.00;1.23;0
5;bunker;4008.00;9.90;1366.00;5.35;0
5;bunker;4034.00;9.82;1361.00;5.45;0
5;bunker;4052.00;9.78;1358.00;3.29;0
5;bunker;4020.00;9.78;1370.00;5.96;0
5;bunker;3976.00;10.00;1352.00;2.34;0
5;bunker;4043.00;9.90;1373.00;3.90;0
5;bunker;4067.00;9.80;1360.00;1.74;0
5;bunker;4018.00;9.80;1356.00;4.40;0
5;bunker;4058.00;9.80;1361.00;0.79;0
5;bunker;4078.00;9.80;1391.00;3.81;0
5;bunker;4120.00;9.90;1369.00;0.19;0
5;bunker;4090.00;10.00;1368.00;2.85;0
5;bunker;3960.00;9.73;1340.00;4.41;0
5;bunker;4152.00;9.90;1373.00;2.25;0
5;bunker;3970.00;9.80;1355.00;3.46;0
5;bunker;4075.00;10.05;1376.00;1.30;0
5;bunker;4085.00;9.95;1386.00;2.86;0
5;bunker;4039.00;9.85;1371.00;5.52;0
5;bunker;4158.00;9.80;1375.00;1.90;0
5;bunker;3997.00;9.80;1350.00;6.03;0
5;bunker;4080.00;9.80;1360.00;1.31;0
5;bunker;4064.00;9.85;1379.00;3.97;0
5;bunker;3999.00;9.80;1364.00;1.81;0
5;coastal_bunker;3969.00;9.80;1351.00;-1.89;0
5;coastal_bunker;4114.00;9.50;1364.00;-0.38;0
5;coastal_bunker;3993.00;9.57;1368.00;-3.14;0
5;coastal_bunker;4087.00;9.88;1386.00;1.11;0
5;coastal_bunker;3987.00;9.80;1354.00;-2.94;0
5;coastal_bunker;4046.00;9.80;1376.00;-2.90;0
5;coastal_bunker;3993.00;9.80;1354.00;-1.95;0
5;coastal_bunker;4041.00;9.75;1384.00;-3.39;0
5;coastal_bunker;4095.00;9.50;1362.00;0.46;0
5;coastal_bunker;4089.00;9.85;1399.00;-4.17;0
5;coastal_bunker;4127.00;9.50;1364.00;-1.25;0
5;coastal_bunker;3959.00;9.53;1346.00;-1.82;0
5;coastal_bunker;4020.00;9.50;1354.00;0.93;0
5;coastal_bunker;4145.00;9.57;1359.00;-0.59;0
5;coastal_bunker;4069.00;9.75;1382.00;-2.76;0
5;coastal_bunker;4020.00;9.50;1372.00;-3.14;0
5;coastal_bunker;4094.00;9.75;1375.00;-4.19;0
5;coastal_bunker;4046.00;9.50;1365.00;-0.46;0
5;coastal_bunker;4057.00;9.50;1355.00;0.00;0
5;coastal_bunker;4058.00;9.53;1382.00;-1.89;0
5;coastal_bunker;4145.00;9.53;1382.00;-2.36;0
5;coastal_bunker;4089.00;9.50;1360.00;0.00;0
5;coastal_bunker;4003.00;9.80;1365.00;-2.82;0
5;coastal_bunker;4134.00;9.80;1377.00;-2.62;0
5;coastal_bunker;4041.00;9.57;1364.00;0.93;0
5;coastal_bunker;4161.00;9.78;1372.00;-3.93;0
5;coastal_bunker;4070.00;9.78;1356.00;-0.28;0
5;dockyard;4116.00;9.75;1371.00;-2.90;0
5;anti_air_building;4104.00;9.70;1365.00;3.60;0
5;anti_air_building;4059.00;9.90;1369.00;6.26;0
5;anti_air_building;4134.00;9.85;1366.00;4.10;0
5;synthetic_refinery;4069.00;9.88;1379.00;5.66;0
5;fuel_silo;4060.00;9.90;1372.00;2.05;0
5;radar_station;4060.00;9.90;1371.00;0.35;0
5;rocket_site;4081.00;10.10;1381.00;2.55;0
5;nuclear_reactor;4059.00;9.85;1375.00;4.11;0
6;arms_factory;3874.00;9.75;1361.00;6.26;0
6;arms_factory;3874.00;9.70;1354.00;4.10;0
6;arms_factory;3913.00;9.90;1357.00;0.48;0
6;arms_factory;3855.00;9.80;1347.00;2.04;0
6;arms_factory;3847.00;9.70;1343.00;4.71;0
6;arms_factory;3870.00;9.75;1355.00;2.55;0
6;industrial_complex;3892.00;9.95;1362.00;2.65;0
